concurrency	ops/sec(cum)	p50(ms)	p95(ms)	p99(ms)
16.0	78784.16666666667	0.7100292857142857	3.4471065714285714	12.091694857142855
16.0	78784.16666666667	0.7100292857142857	3.4471065714285714	12.091694857142855
16.0	78784.16666666667	0.7100292857142857	3.4471065714285714	12.091694857142855
16.0	78784.16666666667	0.7100292857142857	3.4471065714285714	12.091694857142855
24.0	83019.4	0.7833114285714285	5.182415857142857	19.156543571428575
24.0	83019.4	0.7833114285714285	5.182415857142857	19.156543571428575
24.0	83019.4	0.7833114285714285	5.182415857142857	19.156543571428575
24.0	83019.4	0.7833114285714285	5.182415857142857	19.156543571428575
32.0	84855.66666666666	0.8725911428571429	7.733396285714286	24.556658285714285
32.0	84855.66666666666	0.8725911428571429	7.733396285714286	24.556658285714285
32.0	84855.66666666666	0.8725911428571429	7.733396285714286	24.556658285714285
32.0	84855.66666666666	0.8725911428571429	7.733396285714286	24.556658285714285
40.0	86599.79999999999	0.924588	10.470577	28.130590857142856
40.0	86599.79999999999	0.924588	10.470577	28.130590857142856
40.0	86599.79999999999	0.924588	10.470577	28.130590857142856
40.0	86599.79999999999	0.924588	10.470577	28.130590857142856
47.0	87407.16666666667	1.0131775714285713	12.772892428571428	31.757715
47.0	87407.16666666667	1.0131775714285713	12.772892428571428	31.757715
47.0	87407.16666666667	1.0131775714285713	12.772892428571428	31.757715
48.0	87311.33333333334	1.040412142857143	13.073311285714286	32.23272714285714
48.0	87311.33333333334	1.040412142857143	13.073311285714286	32.23272714285714
48.0	87311.33333333334	1.040412142857143	13.073311285714286	32.23272714285714
48.0	87311.33333333334	1.040412142857143	13.073311285714286	32.23272714285714
51.0	87999.8	1.018962857142857	14.268658142857145	33.84168914285714
51.0	87999.8	1.018962857142857	14.268658142857145	33.84168914285714
51.0	87999.8	1.018962857142857	14.268658142857145	33.84168914285714
54.0	88643.26666666666	1.0473808571428571	15.258459285714286	34.741849571428574
54.0	88643.26666666666	1.0473808571428571	15.258459285714286	34.741849571428574
55.0	87965.43333333333	1.1158374285714285	15.605774857142857	34.503961571428576
55.0	87965.43333333333	1.1158374285714285	15.605774857142857	34.503961571428576
55.0	87965.43333333333	1.1158374285714285	15.605774857142857	34.503961571428576
56.0	88525.3	1.150508142857143	15.999441857142857	36.03560414285714
56.0	88525.3	1.150508142857143	15.999441857142857	36.03560414285714
56.0	88525.3	1.150508142857143	15.999441857142857	36.03560414285714
56.0	87864.63333333333	1.0589077142857142	16.087547428571426	35.161203428571426
56.0	88525.3	1.150508142857143	15.999441857142857	36.03560414285714
56.0	87864.63333333333	1.0589077142857142	16.087547428571426	35.161203428571426
56.0	86678.66666666666	1.0542265714285715	16.233618285714286	35.00757185714286
57.0	88040.23333333334	0.9966411428571428	16.848882142857143	35.589186285714284
58.0	88044.0	1.0903615714285713	16.689188857142856	34.952158000000004
58.0	88044.0	1.0903615714285713	16.689188857142856	34.952158000000004
58.0	87313.66666666667	1.0677635714285714	17.046480714285714	37.528186142857145
59.0	88723.56666666667	1.1092724285714286	17.081688857142858	36.89782128571428
59.0	88723.56666666667	1.1092724285714286	17.081688857142858	36.89782128571428
59.0	88723.56666666667	1.1092724285714286	17.081688857142858	36.89782128571428
59.0	86715.4	1.0815857142857144	17.130142142857146	37.13755714285714
60.0	88080.03333333334	1.0832947142857143	17.642426	36.666191714285716
60.0	88080.03333333334	1.0832947142857143	17.642426	36.666191714285716
60.0	87394.1	1.0510292857142858	17.734503857142858	38.631414
62.0	88001.3	1.1206237142857143	18.290864857142857	36.170460285714285
62.0	88001.3	1.1206237142857143	18.290864857142857	36.170460285714285
63.0	87885.2	1.2318717142857143	18.225802714285713	37.05804285714286
63.0	87885.2	1.2318717142857143	18.225802714285713	37.05804285714286
63.0	87885.2	1.2318717142857143	18.225802714285713	37.05804285714286
