concurrency	ops/sec(cum)	p50(ms)	p95(ms)	p99(ms)
16.0	73581.29999999999	0.9698358571428571	2.671374142857143	17.383883285714287
16.0	73581.29999999999	0.9698358571428571	2.671374142857143	17.383883285714287
16.0	73581.29999999999	0.9698358571428571	2.671374142857143	17.383883285714287
16.0	73581.29999999999	0.9698358571428571	2.671374142857143	17.383883285714287
24.0	75514.1	1.4280374285714286	8.972591428571429	18.617476
24.0	75514.1	1.4280374285714286	8.972591428571429	18.617476
24.0	75514.1	1.4280374285714286	8.972591428571429	18.617476
24.0	75514.1	1.4280374285714286	8.972591428571429	18.617476
31.0	74871.65	1.747742285714286	14.210993	21.359180428571428
31.0	74871.65	1.747742285714286	14.210993	21.359180428571428
31.0	74871.65	1.747742285714286	14.210993	21.359180428571428
32.0	75257.3	1.9458782857142858	14.777798857142857	21.593541
32.0	75257.3	1.9458782857142858	14.777798857142857	21.593541
32.0	75257.3	1.9458782857142858	14.777798857142857	21.593541
32.0	75257.3	1.9458782857142858	14.777798857142857	21.593541
35.0	75117.54999999999	2.112592285714286	15.952995285714284	22.020182857142856
35.0	75117.54999999999	2.112592285714286	15.952995285714284	22.020182857142856
35.0	75117.54999999999	2.112592285714286	15.952995285714284	22.020182857142856
39.0	75233.45	2.3119757142857145	16.994373857142854	22.453174
39.0	75233.45	2.3119757142857145	16.994373857142854	22.453174
39.0	75233.45	2.3119757142857145	16.994373857142854	22.453174
40.0	75597.4	2.4708949999999996	17.401492428571427	22.85232528571429
40.0	75597.4	2.4708949999999996	17.401492428571427	22.85232528571429
40.0	75597.4	2.4708949999999996	17.401492428571427	22.85232528571429
40.0	75597.4	2.4708949999999996	17.401492428571427	22.85232528571429
42.0	75403.25	2.5273742857142856	17.683749142857145	23.198607714285714
42.0	75403.25	2.5273742857142856	17.683749142857145	23.198607714285714
43.0	75248.15000000001	2.5620868571428574	17.81441957142857	23.432068857142863
43.0	75248.15000000001	2.5620868571428574	17.81441957142857	23.432068857142863
43.0	75248.15000000001	2.5620868571428574	17.81441957142857	23.432068857142863
44.0	75312.85	2.639210142857143	17.984590857142855	23.21879671428572
44.0	75312.85	2.639210142857143	17.984590857142855	23.21879671428572
44.0	75195.84999999999	2.6048709999999997	18.064630714285716	23.27634028571428
45.0	75085.7	2.6830612857142855	18.07297385714286	23.316550285714282
46.0	75115.15	2.852920142857143	18.183406142857145	23.21923457142857
46.0	75115.15	2.852920142857143	18.183406142857145	23.21923457142857
46.0	75111.2	2.734967285714286	18.29577857142857	23.652438714285715
47.0	75804.40000000001	2.708259428571428	18.268788714285716	23.900436142857142
47.0	75804.40000000001	2.708259428571428	18.268788714285716	23.900436142857142
47.0	75804.40000000001	2.708259428571428	18.268788714285716	23.900436142857142
47.0	75362.4	2.846698142857143	18.41628514285714	23.580790428571426
48.0	75034.05	2.8360647142857145	18.582839857142858	24.06012828571428
48.0	75034.05	2.8360647142857145	18.582839857142858	24.06012828571428
48.0	75034.05	2.8360647142857145	18.582839857142858	24.06012828571428
48.0	75448.7	2.8838705714285715	18.49976142857143	23.609786857142858
48.0	75034.05	2.8360647142857145	18.582839857142858	24.06012828571428
48.0	75448.7	2.8838705714285715	18.49976142857143	23.609786857142858
48.0	75424.95	2.8737774285714286	18.478851857142853	23.83631585714286
50.0	75389.05	2.973179714285714	18.718536428571433	24.344182285714286
50.0	75389.05	2.973179714285714	18.718536428571433	24.344182285714286
56.0	75259.8	3.3893842857142857	19.364804857142854	24.957554428571427
56.0	75259.8	3.3893842857142857	19.364804857142854	24.957554428571427
56.0	75259.8	3.3893842857142857	19.364804857142854	24.957554428571427
56.0	75259.8	3.3893842857142857	19.364804857142854	24.957554428571427
