ops/sec(cum)	p50(ms)	p99(ms)	skews
19146.4	18.375	56.074999999999996	0
32678.600000000006	5.987499999999999	48.9875	0.7
52924.799999999996	3.0249999999999995	33.325	0.9
66765.7	2.525	25.575	0.99
88556.7	2.65	12.575	1.1
103664.29999999999	2.7375000000000003	10.737499999999999	1.2
67510.2	2.675	18.6	1.3
78724.9	2.1999999999999997	6.925	1.4
