ops/sec(cum)	p50(ms)	p99(ms)	skews
36356.7	4.6	24.924999999999997	0
32596.2	2.8375000000000004	23.6125	0.7
21182.4	1.5875	604.0	0.9
13033.7	1.6375	302.0	0.99
5691.700000000001	2.0375	352.30000000000007	1.1
3295.5999999999995	2.4875	704.6000000000001	1.2
2484.5	2.675	1031.8	1.3
1932.4	2.9	805.3000000000001	1.4
