ops/sec(cum)	p50(ms)	p99(ms)	skews
66486.0	2.85	13.075	0
78431.10000000002	4.175	18.425	0.5
87519.9	3.3	12.95	0.7
101471.1	2.45	8.5375	0.9
108666.0	2.3	7.45	0.99
115768.40000000001	1.9625000000000001	6.3500000000000005	1.1
118665.2	2.2874999999999996	7.8	1.2
120612.4	2.175	7.375	1.3
119042.99999999999	1.8250000000000002	6.6499999999999995	1.4
119049.59999999999	2.5875	9.7125	1.5
