ops/sec(cum)	p50(ms)	p99(ms)	skews
4683.599999999999	23.575	33.074999999999996	0
5438.6	5.475	880.8	0.7
1769.1000000000001	3.5249999999999995	604.0	0.9
870.4	4.2	1073.7	0.99
482.49999999999994	63.125	1879.0	1.1
356.20000000000005	1610.6000000000001	1686.0875000000003	1.2
292.79999999999995	1610.6000000000001	1686.0875	1.3
251.99999999999997	1744.7999999999997	1820.2875	1.4
