ops/sec(cum)	p50(ms)	p99(ms)	skews
8185.0	14.162499999999998	32.25	0
8444.4	4.4624999999999995	1249.9375	0.7
3453.5999999999995	2.825	637.5	0.9
1692.1000000000001	3.5374999999999996	1409.2999999999997	0.99
924.5	5.85	1811.8999999999999	1.1
676.8000000000001	8.8375	2004.9124999999997	1.2
551.1	12.274999999999999	1208.0	1.3
486.6	17.0625	1208.0	1.4
