ops/sec(cum)	p50(ms)	p99(ms)	skews
27633.200000000004	3.575	98.6	0
35190.899999999994	7.3375	28.35	0.7
52508.6	5.0875	25.6875	0.9
65953.0	3.375	16.4	0.99
84812.09999999999	2.8625000000000003	11.825	1.1
100566.5	2.3625000000000003	8.5625	1.2
109937.8	1.8625	6.925000000000001	1.3
114719.0	2.2375	7.5375000000000005	1.4
